state,key,svn,english,translation
CURRENT,mission_sectorjumpgate_map,2624,Activate the Jumpgate,Активировать Прыжковые Врата
CURRENT,mission_sectorjumpgate_paythetoll,2624,Pay the transit fee (*X),Оплатить плату за проход (*X)
CURRENT,mission_sectorjumpgate_repair,2624,Repair the jumpgate,Отремонтировать Прыжковые Врата
CURRENT,mission_sectorjumpgate_materials,2624,We need some maintainence supplies before the jumpgate can be used.,"Нам нужны материалы для обслуживания, прежде чем можно будет использовать Прыжковые Врата."
CURRENT,mission_sectorjumpgate_materialsrequired,2624,We require *X R*Y,Нам требуется *X R*Y
CURRENT,mission_sectorjumpgate_materialprovided,2624,Provided *X/*Y R*Z,Предоставлено *X/*Y R*Z
CURRENT,mission_sectorjumpgate_tollpaid,2624,"Thank you, payment received for transit.","Спасибо, оплата за проход получена."
CURRENT,mission_sectorjumpgate_repaired,2624,"Thank you, the Jumpgate has been repaired and re-aligned.","Спасибо, Прыжковые Врата были отремонтированы и перенастроены."
CURRENT,mission_sectorjumpgate_ready,2624,The Jumpgate is now ready for use.,Прыжковые Врата теперь готовы к использованию.
CURRENT,mission_sectorjumpgate_ready2,2624,Please maneuver all fleet ships into the jumpgate and align for transit.,"Пожалуйста, маневрируйте всеми кораблями флота в Прыжковые Врата и выровняйтесь для прохода."
CURRENT,mission_sectorjumpgate_provide,2624,Provide Materials,Предоставить Материалы
CURRENT,mission_sectorjumpgate_hostiles,2624,Eradicate hostile blockade,Уничтожить вражескую блокаду
CURRENT,mission_sectorjumpgate_hostiles2,2624,A fleet of hostile ships is attempting to blockade the jumpgate and extort money from ships passing through.,Флот вражеских кораблей пытается блокировать Прыжковые Врата и вымогать деньги у проходящих кораблей.
CURRENT,mission_sectorjumpgate_hostiles3,2624,You'll need to clear them out before we can safely activate the jumpgate.,"Вам нужно очистить их, прежде чем мы сможем безопасно активировать Прыжковые Врата."
CURRENT,object_energytransmitter_description,2624,"A large piece of equipment, capable of transmitting up to 200MW to the Stargate.","Крупное оборудование, способное передавать до 200МВт на Звездные Врата."
CURRENT,object_neubidiumore,2624,Neubidium Ore,Нейбидиумная Руда
CURRENT,object_neubidiumingot,2624,Neubidium Ingot,Нейбидиумный Слиток
CURRENT,object_zeleongas,2624,Zeleon Gas,Газ Зелеона
CURRENT,object_stablezeleon,2624,Stable Zeleon,Стабильный Зелеон
CURRENT,object_stargatecapacitor,2624,Stargate Capacitor,Конденсатор Звездных Врат
CURRENT,object_shieldedzeleoncanister,2624,Shielded Zeleon,Экранированный Зелеон
CURRENT,object_shieldedcanistercomponent,2624,Shielded Canister,Экранированная Канистра
CURRENT,object_energycellframecomponent,2624,Energy Cell Frame,Каркас Энергетической Ячейки
CURRENT,object_zeleonenergycell,2624,Zeleon Energy Cell,Энергетическая Ячейка Зелеона
CURRENT,object_neubidiumcapacitor,2624,Neubidium Capacitor,Нейбидиумный Конденсатор
CURRENT,alert_type_stargatelosingpower,2624,STARGATE LOSING POWER,ЗВЕЗДНЫЕ ВРАТА ТЕРЯЮТ ПИТАНИЕ
CURRENT,alert_type_stargatelosingpower_caption,2624,*X MW / *Y MW Supplied,*X МВт / *Y МВт Поставляется
CURRENT,alert_type_stargatelosingpower_tooltip,2624,The stargate isn't being supplied with enough power. Use energy transmitters to supply the Stargate with power.,Звездные врата не получают достаточно энергии. Используйте передатчики энергии для снабжения Звездных Врат энергией.
CURRENT,stargate_power_fraction,2624,SUPPLIED:\n*X MW / *Y MW,ПОДАНО:\n*X МВт / *Y МВт
CURRENT,stargate_power_button,2624,START,СТАРТ
CURRENT,stargate_powered_off,2624,POWERED OFF,ОТКЛЮЧЕНО
CURRENT,stargate_warming_up,2624,WARMING UP,РАЗОГРЕВ
CURRENT,stargate_powering_on,2624,STARTING UP,ЗАПУСК
CURRENT,stargate_power_on_failed,2624,FAILED,ПРОВАЛ
CURRENT,stargate_ready_for_jump,2624,READY FOR JUMP,ГОТОВЫ К ПРЫЖКУ
CURRENT,stargate_jumping,2624,JUMP IN PROGRESS,ПРЫЖОК ВЫПОЛНЯЕТСЯ
CURRENT,stargate_available_subtitle,2624,Phase *X Available,Фаза *X Доступна
CURRENT,mission_sectorprotect_offer1,2624,"Thank you, Captain! We would never have survived without your assistance.","Спасибо, Капитан! Мы бы никогда не выжили без вашей помощи."
CURRENT,mission_sectorprotect_offer2,2624,"If you'd be interested, we'd be honoured to join forces with your fleet.","Если вам интересно, для нас будет честью объединить силы с вашим флотом."
CURRENT,mission_sectorprotect_description1,2624,Investigate a distress call in system S*X.,Расследовать сигнал бедствия в системе S*X.
CURRENT,mission_sectorprotect_offer3,2624,"Choose your reward, Captain","Выберите вашу награду, Капитан"
CURRENT,mainmenu_gamemode_survival_locked,2624,Complete any story episode in 'Boldly Go' to unlock,Завершите любой сюжетный эпизод в 'Смело Вперед' для разблокировки
CURRENT,save_stargateresetwarning_body,2624,"Due to new phases or storylines surrounding the stargate, your stargate progress has been reset.","Из-за новых фаз или сюжетных линий, связанных со Звездными Вратами, ваш прогресс по Звездным Вратам был сброшен."
CURRENT,techtree_node_caption_stargatepart3,2624,Unlocks Phases 4 and 5 of the Andromeda Project.,Открывает Фазы 4 и 5 Проекта Андромеда.
CURRENT,mission_rescue_description2,2624,The damaged ship is nearby in system S*X. Hurry!,Поврежденный корабль находится поблизости в системе S*X. Поторопитесь!
CURRENT,mission_combat_location,2624,The hostile ships are located at system S*X.,Вражеские корабли находятся в системе S*X.
CURRENT,mission_industry_description3,2624,"Luckily there is just such an asteroid belt nearby, within this sector, in system S*X.","К счастью, такой пояс астероидов находится поблизости, в этом секторе, в системе S*X."
CURRENT,mission_sectordestroy_system,2624,You have destroyed the enemy forces in system S*X. Payment of $*Y is coming your way.,Вы уничтожили вражеские силы в системе S*X. Оплата в размере $*Y идет к вам.
CURRENT,mission_sectorrescue_description1,2624,Investigate a distress call in system S*X.,Расследовать сигнал бедствия в системе S*X.
CURRENT,object_engine_description,2624,The ship's main source of forward thrust.  Must be supplied with Fuel (via a pipe) and Power (via a cable).,Основной источник тяги корабля вперед.  Должен снабжаться Топливом (через трубу) и Энергией (через кабель).
CURRENT,stargate_testfire_help,2624,"Captain, the Stargate is ready for its first test. If supplied with enough power it should provide us access to a nearby uncharted sector.","Капитан, Звездные Врата готовы к первому тесту. Если будет подано достаточно энергии, они должны предоставить нам доступ к близлежащему неисследованному сектору."
CURRENT,tutorial_wrapup3,2624,"Many different types of contract are now available to you.\n\nHowever, you must stay alert, Captain. There are reports of even more lucrative opportunities that you'll have to find by yourself.","Теперь вам доступно много различных типов контрактов.\n\nОднако вы должны оставаться начеку, Капитан. Есть сообщения о еще более прибыльных возможностях, которые вам придется найти самостоятельно."
CURRENT,tutorial_miningsuccess,2624,"Well done, you have produced Tilium Cystals.","Отлично, вы произвели Тилиевые Кристаллы."
CURRENT,calltoarms_harkenrailroad_2,2624,"There is a crisis underway, Captain.  Commercial vessels are going missing, all across the sector.  I suspect foul play, and I need your help to investigate.","Происходит кризис, Капитан.  Торговые суда пропадают по всему сектору.  Я подозреваю нечестную игру, и мне нужна ваша помощь для расследования."
CURRENT,calltoarms_harkenrailroad_6,2624,"I've marked the location of the shipwreck on your map as a Gold Highlight.  Good luck, Captain.","Я отметил местоположение кораблекрушения на вашей карте как Золотой Маркер.  Удачи, Капитан."
CURRENT,wolf_part1_sendingwreckage,2624,"They're sending the recovered wreckage to your ship The L*X now, Captain. It will arrive soon by Shuttle. You'll need to store it somewhere onboard.","Они отправляют восстановленные обломки на ваш корабль L*X сейчас, Капитан. Они скоро прибудут на Челноке. Вам нужно будет хранить их где-то на борту."
CURRENT,wolf_part1_sendingshuttle,2624,"Standby while I dock my ship with yours, Captain, to collect the items you've recovered so far. Thank you for your efforts.","Ожидайте, пока я пристыкую свой корабль к вашему, Капитан, чтобы забрать предметы, которые вы восстановили. Спасибо за ваши усилия."
CURRENT,wolf_part1_completion5,2624,"We need to find a way to track them down, and destroy them.  We will be in touch soon, Captain.","Нам нужно найти способ выследить их и уничтожить.  Мы скоро свяжемся с вами, Капитан."
CURRENT,wolf_part2_setup1,2624,"Thank you for coming, Captain.","Спасибо, что пришли, Капитан."
CURRENT,wolf_part2_inperson_distress6,2624,"The Reactor is reaching critical levels, Captain.  I can't stop it from overloading.","Реактор достигает критических уровней, Капитан.  Я не могу остановить его от перегрузки."
CURRENT,wolf_part2_dropoff1,2624,"Well done, Captain.  Your intervention prevented a further loss of life.  And now we know the pirate vessel is crewed by cowards, a fact that we intend to use to our advantage.","Молодец, Капитан.  Ваше вмешательство предотвратило дальнейшую потерю жизней.  И теперь мы знаем, что пиратский корабль управляется трусами, факт, который мы намерены использовать в свою пользу."
CURRENT,wolf_part2_debrief1,2624,"I appreciate your speed in rescuing the crew of the Orion Sentinel, Captain.","Я ценю вашу скорость в спасении экипажа Orion Sentinel, Капитан."
CURRENT,wolf_part2_debrief4,2624,"Thank you, Captain.  Protect your fleet, and wait for our call.","Спасибо, Капитан.  Защитите свой флот и ждите нашего звонка."
CURRENT,blackhole_part1_intro2,2624,For years now my brother and I have been studying the high energy particle emissions in orbit of the black hole you can see behind us.  Its official designation is Qz247 - the collapsed remnants of a star that lived a couple of billion years ago.,"Мы с братом уже несколько лет изучаем высокоэнергетические выбросы частиц на орбите черной дыры, которую вы видите позади нас.  Ее официальное обозначение Qz247 - коллапсировавшие остатки звезды, существовавшей пару миллиардов лет назад."
